District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
634,ORISSA,Gadgrrrr,732130,593539,311243,815723,1562942,482191,395596,27752,36846,500647,72659,11522,904689,84111,6655,780695,98107,1037038,205906,248641,1705,206733,2197698,224892,1810,106,1049,130,1396,1908,116279,247216,56829,15411,39848,3036,22838,157260,34021,211478,60147,18160,85633,66769,981855,402992,1446323,1921014,679427,337605,10651,111724,16640,10387,174956,8025,126583,1462,97991,390339,5814,935,227301,5166,360447,793878,28510,12741,338,11392,851,1971,2574,273994,10665,4135,666,4313,3265,10900,6058,8629,36428,994,242892,31056,19522,91641,81406,105505,96424,82660,10583,19999,90506,11367,189798,117925,23783,4605,796,9,116865,447,154,854,496,591,1,777,588,39,10,478,2389
157,MADHYA PRADESH,Panrkr,2055109,816822,77195,400948,779971,27080,567282,197683,370389,1024823,1586,0,682381,310438,78979,1176076,89172,503164,423593,260276,4225,199402,1486145,7886,2915,327,201,125,440,2287,152480,194184,2904,80760,304751,146310,88959,279817,332788,213182,318686,39487,102854,5632,203030,786462,806750,2611555,95177,176571,957,179944,71857,20369,104518,71150,505715,1156,138444,82011,38691,20940,308145,90382,72438,490688,2152,26161,293,7514,934,599,4089,45935,7429,103389,54202,93,3477,116,15354,143728,341439,7712,100915,12198,21898,83797,83785,66773,148302,11352,29014,129877,11728,73974,275705,2107,11858,4226,16,729,28287,151,2156,80,231,105,201,1507,33,3,227,185,5137
138,MADHYA PRADESH,Mhoaarue,2184814,75505,1632427,1285983,307858,894610,321373,160895,59158,0,16380,154004,1193619,311458,818612,16666,462542,519054,207202,331905,57854,309340,829485,382289,1910,35026,883,12153,237059,3973,46588,169824,54809,22595,70354,301051,545132,465266,287559,326988,33797,6982,102004,10056,3120060,717642,4345472,321605,450942,236340,9584,157083,12599,105214,62380,36618,2954,3796,19396,136035,14545,22391,432471,734568,129751,173089,10987,122798,251,39264,657,492,15409,160440,194035,2378,200393,2414,2636,9610,6805,75094,319588,289,152422,7398,5721,4774,15247,79878,244801,12688,162209,20368,78502,48420,52419,14789,43772,246,109,148,96049,153,1090,2944,418,48,280,522,61,212,5,130,503
130,UTTARAKHAND,Bhthiops,1404608,80565,72519,2191963,351145,770802,514762,150454,105455,1218782,26947,31435,557084,539891,223867,529929,228913,3511880,148791,925587,16176,814014,1686133,551,4265,9153,457,22,179,4479,74998,219910,9969,22410,575728,117985,304166,136816,22009,27144,4964,49606,303440,14541,2315649,211763,581332,2466350,271938,333354,680,288682,21527,103535,49049,49089,191869,970,41214,11517,5034,2491,136077,231381,111893,195433,5388,1076,43,1319,8029,10071,3977,6172,297007,10968,46,130,508,8493,1761,63957,402739,1462,65577,99763,13214,52679,3839,7587,215068,11171,77484,114995,21719,164677,30643,7968,391,6659,1895,54,28493,114,2127,1515,1435,184,10,666,368,6,848,1740,1073
88,ORISSA,Daregaaip,1870576,888331,890654,1166104,599281,935168,707935,123290,4985,0,40517,60,941611,110760,697874,1271249,121709,1934789,344282,121340,56426,68390,1937430,309063,946,1768,158,29933,333,202,69004,336847,3502,2809,399673,5360,1115943,257927,337079,229866,341610,7945,1369,6014,2026816,183105,3703320,22383,18743,266316,185,240897,17900,75398,224539,47506,641274,180,37035,290231,2789,8073,314827,164239,116944,481704,3016,1122,1165,78385,2250,7656,5117,254863,94434,47887,150557,5376,3536,4703,6893,72851,27724,919,3246,6212,23996,6083,53102,41937,94023,27756,189259,102843,16338,38829,105014,18665,1748,4499,127,8,99586,321,797,2837,2191,15,169,4664,192,32,84,82,2704
324,UTTARAKHAND,Doybp ra,1435477,725705,1073521,556961,18775,730152,16620,79042,119409,113434,1987,258488,396695,369198,189148,903497,307990,858762,124869,377458,7044,58161,480138,348109,21542,3005,2911,4,126,12394,40128,612137,2506,44040,0,175399,58866,134392,320666,50648,963846,314929,112231,1223,1379732,1092242,1852033,1029498,91164,182968,49701,278991,16557,71350,68558,5282,628827,3828,158570,87388,4364,4881,217000,93279,19374,687820,26743,195907,4623,5206,245,235,12779,44439,165039,8743,5,5280,162,439,1539,140593,142713,1806,54164,248,21731,43824,135508,10552,421918,8047,85311,103250,1614,10432,353387,3978,2238,7499,2625,4,4801,99,83,79,231,178,4,113,64,108,1064,8,2181
133,HARYANA,Nahuririu,4022137,1707254,583099,557481,16371,585663,82197,98452,234599,79660,62428,3078,183753,394181,304447,32658,55724,65641,330534,97791,14517,363488,496814,212093,3080,2975,404,3423,887,1894,49387,415970,3514,62629,74642,196471,807305,182683,70633,374982,166942,114239,168012,10775,326581,348361,3245608,343090,285741,172068,31441,165848,6061,12271,216407,10027,543093,2168,132834,964944,35351,2393,240079,237945,167149,34768,31644,5114,1524,2896,572,67,2602,132990,208182,338,45565,43,7325,15488,17427,130293,61986,910,579363,7249,20435,38788,7962,17408,392316,2160,110856,92927,2856,60339,12458,95582,7836,5084,6719,1,19422,15,1726,289,1756,50,400,227,140,257,180,189,252
499,BIHAR,Vigaii,2357925,26757,1992640,726964,546793,27241,416686,41523,131358,119048,13433,214003,1197523,21723,127466,1299776,80010,355219,227646,6905,68116,1007192,5851243,21368,771,2300,166,176,73,35581,16687,185567,1072,13596,92521,92543,819134,10904,455666,71765,60746,232168,152744,2416,885085,671423,1557827,159170,161558,6228,3278,196310,6243,225125,498277,26139,97925,71293,232738,374674,2620,137,750269,65521,41996,791138,57273,20388,8811,18237,2961,2189,946,150303,10956,101220,147072,22,666,2400,5125,323621,12344,407,8487,58186,2476,8022,88050,3504,104416,37154,66339,3642,28073,61813,573202,44201,41196,20167,154,5,97508,586,202,76,1380,1080,686,172,22,4461,0,298,2155
324,JAMMU AND KASHMIR,Kuidguu,1597077,321284,726985,131178,703716,32336,618541,18817,472791,20692,226953,121894,1220222,590744,196357,483903,141664,748725,198020,196477,6452,151657,5941916,745672,3113,335,713,4582,126,2830,605,175202,4276,13920,680741,94511,1136814,278617,146304,552669,581722,330666,127986,1552,1965843,1482577,614523,2090256,697004,735244,685,183181,5158,458342,192549,8196,257543,2917,77815,242261,4538,4306,1264435,202524,19758,85663,23397,131978,20641,12282,2934,205,2656,228524,5517,20,1088,327,797,6605,884,153276,283716,1241,38169,41467,3642,30202,74529,27087,147492,315380,57694,103429,49748,64090,8488,13975,6853,4623,397,600,125012,11,444,184,934,161,473,110,29,226,287,85,1795
634,JAMMU AND KASHMIR,Carbl,77949,1074365,889324,1041126,908543,115536,576147,219694,663029,25,66680,40184,917378,233844,618124,453065,144644,2054877,53559,66566,913,522423,1509899,167593,431,1489,1976,24552,6,3820,123681,137097,1631,2939,122575,368060,481430,518859,246194,482326,154821,83957,25307,19918,2009163,295144,942126,1392635,191029,24378,306,96450,7855,54056,48562,21679,613142,7295,174458,251172,20825,14396,100609,144262,187908,97788,176045,1709,465,4399,459,129,11589,131401,590,277,73721,33,2317,9213,1140,198378,211554,4364,237907,12710,23430,14059,58719,52725,216544,20244,38502,144827,19160,126946,166080,61584,12086,54519,18832,92,33957,771,162,1710,1032,286,285,3,4,46,3713,1534,4792
71,ARUNACHAL PRADESH,Bigannr,3495632,1363078,386350,194525,217084,121921,174240,196660,262828,16172,47033,22646,38404,739631,106232,365181,188826,1037511,200073,302789,28641,430834,2979291,183713,2873,11323,15840,19425,959,2492,366465,222141,269,28902,584152,826817,731868,237697,11328,508859,523377,25850,30572,15656,1323617,1210167,1104773,1989540,592943,631679,1558,2711,1984,44177,17490,4478,224106,31739,2923,583258,17547,10317,18161,165514,147349,181454,22672,18489,10,330759,3727,1452,4352,407951,288936,75369,1343,604,9,3304,15382,42151,28990,43,102293,12951,14714,31256,2074,49801,131368,35922,27729,8588,15575,2849,740061,24101,6353,42017,2987,112,27671,640,1266,5758,662,592,187,94,362,9,601,28,601
168,ANDHRA PRADESH,Coadaa,1646792,1815621,117835,1230563,384443,334599,350458,222599,22152,45278,4160,141962,269294,260619,191526,2231270,117303,593560,387088,591025,1680,147822,1160089,365931,280721,391,444,114,486,6451,148185,76873,1958,10959,233996,190526,722170,130549,534896,12245,203258,125380,10174,19784,997215,386389,2853411,4763943,393534,630239,741,88876,679,4749,53640,69854,666339,4802,15880,89774,10561,7257,210195,13056,319187,210804,3847,61054,29,27996,1706,1512,5832,125792,28772,292606,71033,1209,6223,9515,8386,94583,229446,1080,176819,54854,14351,29785,42613,84610,51063,22784,2002,217034,6488,49984,405362,72119,2857,6130,1748,92,30119,641,1610,194,492,141,24,61,51,258,9,1239,1589
186,UTTARAKHAND,Rukieana,3976630,1544349,179233,1086744,463423,896474,217917,76558,215915,627863,7971,74677,1822955,325135,706100,791039,143855,417865,460929,531316,8564,371274,534939,87271,579,409,13,154,236850,2417,311963,100879,13424,13394,215156,367227,675783,377207,999080,363892,111677,137494,695236,14621,476527,463862,904867,68997,1163301,167931,1614,135640,3913,8223,452202,3678,6389,3786,46403,500942,123674,12826,447909,205665,149171,425954,7555,23873,401,4531,9904,1409,9671,260191,17308,52533,319243,655,180,148,9501,27614,188060,138,11405,5656,19195,13036,42989,55332,292590,99215,49453,161572,15489,3215,29590,61958,1895,77919,3495,253,11635,289,1447,130,1913,63,299,304,333,6,37,79,53
519,_RARE_,Vhgghhan,3976273,419312,937341,177843,786981,171234,467297,113737,176676,9970,0,143,679656,432275,81150,264502,116118,744636,131854,50394,895,402161,2049069,59289,1193,234,555,25920,474,5370,220418,306164,14770,7096,756998,11737,141455,70499,168429,1289900,31496,75090,449182,8728,1010882,337865,2265674,2862548,597846,437545,4380,191212,23494,69173,70104,13853,246491,5805,115951,219910,9499,6403,804153,154837,182095,133736,83953,231724,26,10202,827,950,6218,425174,63061,253,104094,2388,453,920,6782,202073,37600,1408,184526,54211,16033,19499,14931,39086,39736,58622,113998,115847,13349,57601,527892,59588,31546,10284,6,3,18063,52,218,1061,1077,264,377,772,81,2,110,4,444
151,TAMIL NADU,Arbddubp,2093001,479088,103711,247558,1510691,486923,504836,52646,124545,43765,58811,0,1726578,57547,314095,646330,8067,600263,170007,513000,13256,119752,2289032,104497,236,3530,207688,281,543,2678,20046,98433,3440,4813,563151,123048,421457,237520,187333,207234,105484,96768,54703,10386,442772,45906,830303,136564,1418011,145963,24578,929,11490,163077,54177,16889,203815,51627,139166,277150,35532,461,385596,585442,352783,267550,37899,67041,284,1153,679,259,11469,341541,199296,135448,260586,97,14,6323,25107,200844,355465,721,3193,674,5066,20172,34331,26733,149367,37264,35052,132940,4823,95416,730767,39796,18813,44942,1353,0,43896,332,1183,850,1100,40,70,79,134,27,92,10,595
148,UTTAR PRADESH,Aonaphhn,722849,52474,411775,1707733,61351,2173317,246731,13830,71,631234,13693,157137,1281602,219375,380827,14718,251867,332174,115975,207947,3150,629184,5400055,535032,928,1713,2051,293,2242,908,46342,94532,2332,4176,31995,48096,488191,31716,186702,85772,531163,162807,119248,78358,2387552,708531,4212949,156734,147489,363084,1234,130742,3808,13040,151614,16850,137562,2749,475333,77457,6584,5797,275043,163025,648072,161619,13597,91880,283,1498,131,4319,11448,5283,243183,5137,47762,58,5863,5069,7218,161055,134925,1026,18277,3163,33895,11838,50531,20920,429147,84505,28268,116418,7161,112125,726755,21198,1290,3469,652,147,1827,43,1540,1474,3092,179,101,443,55,30,0,35,9072
514,GUJARAT,Ghniua,727899,790577,24305,189307,16139,212777,0,5803,97408,49687,45682,5947,269910,591684,409845,267572,66541,590223,138080,160661,18520,425879,770977,1064584,13016,327,711,85,72734,1763,172315,746218,4508,16899,776670,40809,197420,235164,460068,147538,153125,104117,6423,134,529545,7833,3319524,1678831,163561,6081,486,17062,5265,36807,122899,6609,49142,620,26453,158792,2341,9714,229365,608040,354689,278455,75749,12110,188,15904,833,2575,7994,120102,159965,9028,95584,2437,478,6636,3623,65988,65079,195,10674,4613,14464,33524,40460,44792,176819,7337,70709,70297,21836,10476,217512,102027,23915,12962,6,499,12066,539,489,961,1981,160,21,819,270,86,29,86,908
334,RAJASTHAN,Eazdom,1117770,924582,1830600,1069511,208643,50582,547842,62213,55418,5587,102999,14104,432803,465638,459810,856494,80276,76684,294024,24089,17007,28316,1616254,1241,444,2636,292,397,369,94,1694,549458,4289,43842,3922,59278,30807,336600,309643,432827,816521,197171,37155,600,1111208,419131,1442390,2244513,389174,253338,14722,404366,19804,73167,61779,168,306364,161,162966,184357,603,15690,305780,1031632,168020,340562,13591,4996,178,9177,16076,226,3703,60736,514,54719,33,64,3544,1722,8658,10817,126201,647,663652,174,14396,51820,11070,33189,163613,32806,2568,71691,81985,33011,34023,73645,8636,28564,7734,1002,21188,228,805,755,1058,65,402,2887,33,93,7,18,45
631,PUNJAB,Moaennla,1155890,810206,438991,1853345,16139,326360,253555,159333,124359,131113,0,107926,1407507,729138,14341,1641798,265974,587539,83290,394499,275,72490,2184475,9929,458196,192,19551,27,214251,3480,33738,256562,1393,84859,222318,107088,214905,270842,29011,1289927,298383,42050,213090,18456,1149680,1378398,705472,2923092,58546,250917,27057,174668,5468,103571,3726,11357,436733,95507,128871,28617,3574,10681,315387,77421,87166,768829,34683,19936,125,3005,3294,17727,7049,60883,155555,43661,196731,149,1563,13587,16450,12937,160957,206,740385,43383,3919,13338,54278,72864,132989,56969,28403,61317,2197,94885,173471,150112,12999,5513,1893,34,115527,542,1271,68,543,31,93,53,199,46,1017,4,1352
541,ORISSA,Lhlkapdr,1441870,344629,166457,670183,456452,152917,989103,170171,154176,0,0,48436,795052,169691,505193,28235,12953,763663,544380,2468,7861,589491,350719,586549,48718,2433,182,44215,275,4212,100288,603474,3490,13056,116465,180185,18912,159382,78521,252048,327240,57971,243469,975,1969493,353307,1788769,653627,430488,248099,29495,59122,6102,68336,49073,55462,73403,3812,26042,367241,232811,34038,295256,173408,56822,257740,6784,1398,19,2100,1314,348,9427,419998,351413,2131,114795,425,929,16294,6560,239467,195917,466,153843,47432,11237,15626,51193,43228,49832,78064,40185,7586,5116,110947,165270,11568,11489,11625,6548,320,43423,741,1681,2321,2263,709,21,54,490,56,99,543,2928
439,RAJASTHAN,Shalggna,2295447,24792,759616,1626363,1115398,31824,379634,288010,51293,657211,3803,7970,928651,1174682,711420,240938,35051,2243812,76689,2337,24511,170802,1413541,68055,25248,2252,161,641,194950,13982,46641,44063,5212,567,343497,1309589,173825,439455,331497,199150,100751,58008,56133,139,1005662,172200,193958,1227397,72681,561846,673,16803,39107,36203,1076,10126,36945,1135,8410,661579,9648,10550,723504,45259,578655,382328,25351,826,10,11207,2517,1234,2289,2757,278483,14481,104287,10563,14,964,13120,3065,175055,22409,241816,1853,8479,23635,48953,90279,213227,40334,103096,181913,10219,161835,148054,101900,467,8208,337,9,4332,78,262,263,784,137,22,187,212,277,209,37,4203
90,ORISSA,Ctntu,2498186,1475056,910764,226475,1250595,303509,545115,951,23893,41182,601,947,484486,1119450,48181,383033,391062,1144787,189647,2382,29248,79566,3072848,110225,12884,5017,364,2,775,2855,247754,1227950,3395,25762,16164,86334,1154629,3952,467764,275747,201144,278596,36945,5073,1336401,593240,1235398,1324318,139375,6818,2350,242851,12158,4492,35143,6872,253292,2124,85860,141112,9694,19590,507056,181020,124713,726189,431,2953,532,58829,2934,3257,2630,112489,236239,91592,35418,53,422,1096,3941,105828,312071,157,46865,104516,8257,41395,110312,26187,5678,99925,174673,131933,17766,13796,188596,127086,17526,13086,5623,2454,2683,99,879,369,164,102,381,53,11,883,620,536,5871
28,BIHAR,Gagumia,1048392,876882,796660,525374,318172,312981,40032,199766,310317,4173,572567,270,55716,855858,374641,485713,51246,509462,110692,542172,20497,63749,9603,239571,22619,1165,753,80,146,1284,69098,551281,2517,31894,20169,125330,432992,129821,571839,523854,42428,292343,82738,2779,1692682,506276,2982236,871719,232401,112857,904,44359,6853,30177,2793,2178,37131,21406,8332,70251,973,3587,181459,240376,19729,158112,5044,16774,1598,5513,2001,407,17281,474345,443064,2851,67640,184,492,3893,14403,38013,54670,1097,298327,1839,12026,4936,122739,41975,62682,27523,53886,258439,4523,143687,182418,7377,5666,1879,2676,30,99460,104,727,1368,942,29,4,289,233,24,27,74,738
133,_RARE_,Kertaln,2022929,332344,299232,1172033,548569,137418,349098,93087,277585,20650,53135,332440,592583,112279,166549,701358,168289,510549,225405,275,13229,112707,926654,794980,6932,975619,884,16343,70,20243,3622,576063,5812,65742,668095,390751,178454,796841,224826,233817,212317,96832,55045,4330,1471999,2081624,3699024,270199,459328,532547,281,156676,56322,56537,163143,37807,923594,1940,71601,327305,2790,1963,236547,101100,687250,201335,4873,40438,545,16041,595,1199,5402,224617,336435,2017,149138,605,10,2988,8621,187206,46181,9,75114,1615,4624,37016,8994,167152,84773,40868,195232,53482,35814,71635,244838,20152,67,7946,1030,637,31803,52,2205,900,2260,152,271,247,4,376,70,185,3799
332,MADHYA PRADESH,Aattglo,1037168,2325853,732718,639668,553829,15983,38357,298979,122337,0,54668,0,1186804,734676,113806,534132,567041,326851,712986,1925,5095,326160,1276923,470721,814,868,78,1134,6467,566,34684,12239,1180,22893,352021,202028,568765,37449,329018,268916,51632,246914,3279,46709,4813219,1369577,4108483,238020,383232,144073,12382,245693,5250,2916,173348,16876,56068,720,175807,97513,4157,4537,172020,88231,795193,23026,14355,8231,477,72612,3679,3,2095,50735,253010,112887,468474,556,5943,551,6960,82764,98841,1776,47796,37636,17097,62604,5466,50946,22376,77117,93338,75416,13573,177687,324384,19206,4154,25926,11676,669,36410,42,351,432,1664,593,267,316,28,913,2012,52,2146
560,GUJARAT,Tndie,1724077,1228951,24092,166177,457918,729524,890317,225859,15478,26622,57032,565301,684080,693537,864258,468951,17981,620426,340988,302887,57101,32637,5811408,32090,1375,400,213,1073,4,1921,63049,309303,14437,101731,1007617,44638,592271,116623,341970,124891,47855,48538,5131,12279,840528,628161,394901,145962,733372,506880,39045,1810,7450,36021,29167,9727,109372,6379,309693,319899,6369,5278,135560,140618,1108623,128746,165198,98557,32614,28448,348,4956,4643,16114,335106,99577,3284,4627,684,941,55906,214227,184394,672,56766,59167,12936,79768,88871,39926,145143,94627,175113,123730,2965,2733,67244,44577,43203,1462,13807,276,108041,52,1606,10,2453,218,21,462,6,8,1081,48,2528
513,MADHYA PRADESH,Bahoamn,774204,967153,1974114,865143,319319,128740,350545,322078,174387,118183,1671,34980,1004782,522884,148627,2266584,51472,1277653,177821,325779,10692,89523,1289427,947746,423816,864,235,260,11094,435,48338,217320,132011,3452,218643,1030854,736715,134420,404133,561431,164454,310493,31102,81,1903606,670733,2460488,764150,219504,6256,1673,6865,1912,10826,823,8188,201861,3692,84792,428830,8901,19149,272546,40710,532574,132768,50286,11535,28,5811,28748,2352,2229,244634,214936,41270,205089,11098,125,3687,14186,533131,52395,62,4628,118831,9902,13623,81262,17234,46594,2877,221192,62297,24760,4868,221183,22298,9139,4602,1690,14,10394,94,607,797,2503,116,7,666,123,12,294,554,3633
477,JHARKHAND,Kimdoli,1188728,1960492,159790,2110884,96899,594723,20,77105,20394,91235,10214,917,1210744,470059,141362,1067408,86305,93280,182131,387469,69026,244592,4564,379282,617,15121,78,156,262,4494,46940,60022,821,8891,133089,40607,188614,193180,553396,12173,163725,60483,38692,7621,1035128,417584,253109,1856172,1297492,7866,50,149434,24173,38821,79106,11383,375396,18063,184935,586325,3522,4131,310228,62496,54433,780834,34095,607,1,5212,1005,1827,3621,145766,227678,35679,43392,736,13260,1560,10720,33092,256157,33,642720,38941,8292,23641,8139,26199,6011,85735,25226,86842,16905,60386,318633,7281,6435,30477,18,536,36396,294,170,1011,236,2809,7,1331,6,77,124,123,478
423,GUJARAT,Nearsld,2759995,869361,444886,938768,546496,438656,1150949,2325,176417,425854,83097,8321,1004127,748915,205756,863144,219122,507723,185188,52625,53030,19459,2698009,122783,43682,816809,357,1942,286,15146,11618,101664,637,3545,804759,89437,1492872,128182,184740,39787,147518,33381,68162,27444,2398449,1501838,564662,21090,456113,748602,544,212881,8202,32459,43519,8477,11722,2467,13015,331094,2511,3934,823208,264851,432400,255827,26943,12074,1005,258,1689,157,995,391928,196271,4256,10,2122,87,1612,28882,216078,308609,1296,22847,180,7684,82207,9020,34624,150370,27638,295084,79801,40691,22926,178495,124187,58968,7593,1479,2228,19307,142,1684,925,1066,255,12,1998,360,49,129,71,3131
211,BIHAR,Dape rrah,221291,1762929,995144,400477,511594,272054,197490,46003,102501,64527,10258,258404,558021,588954,148252,516610,146207,128602,40509,7023,138132,105537,1511547,7134,82313,368718,2691,6070,272,35181,202999,41323,618,18030,219982,109759,379903,245937,14145,203266,204705,125929,45467,9245,852638,1118624,2411284,237980,506061,695362,2379,133060,8739,48213,194023,9986,152353,39875,96804,132595,14082,1612,296546,122026,217842,572185,4986,44566,28,65352,1345,91,9792,141735,129933,8963,568554,1502,7693,185,4758,59772,655678,538,11609,23307,37480,3243,60392,39684,498904,220326,7885,171344,24766,65102,172778,54752,4229,583,9246,14,66576,738,704,673,8254,11,347,878,39,57,707,45,1993
